contentid,contenttypeid,serialnum,infoname,infotext,fldgubun,created_at,updated_at
1845253,12,0,이용가능시설,"자원봉사, 차량사업소견학, 미술관 대관, 인재개발원 대관, 시설물 촬영, 기관사 체험, 시민안전체험 및 홍보관",3,2025-09-19 17:00:46,2025-09-19 17:00:46
1845253,12,1,화장실,있음(남녀 구분),3,2025-09-19 17:00:46,2025-09-19 17:00:46
1845253,12,2,입 장 료,무료,3,2025-09-19 17:00:46,2025-09-19 17:00:46
1845253,12,3,한국어 안내서비스,가능(안내사원 동행 하에 관람),4,2025-09-19 17:00:46,2025-09-19 17:00:46
1845253,12,4,내국인 예약안내,"- 견학일시 : 평일 월~금 14:00~16:00<br />
※ 견학시간은 사정에 따라 변경될 수 있음<br />
- 신청방법 : 인터넷 또는 전화 신청 / 인터넷 신청 시 해당역과 사전 유선 협의<br />
※ 역 안전체험은 역 사정에 따라 변경될 수 있으므로 사전에 유선으로 해당역과 일정 조율 등 협의가 필요<br /><br />
[차량사업소 견학]<br />
- 평일(토, 휴일 제외)<br />
- 희망하는 견학일로부터 15일 전까지 신청<br />
※ 차량사업소 사정에 따라 견학일 변경될 수 있음<br /><br />
[차량사업소 견학가능일자]<br />
* 각 차량사업소별 견할일자 다르니, 신청 시 참고하길 바람<br />
※ 관내 소속 중학교 현장직업체험프로그램 진행으로 9월 신정차량사업소 견학신청 받지 않음<br /><br />
* 견학가능 시간<br />
- 고덕,방화,신내,도봉,천왕,모란(10:00~11:30)<br />
- 군자,신정,지축,수서,창동(14:00~15:30)<br />
- 신청가능 인원 : 일일견학인원은 최소 5명이상 최대 15명 까지만 가능<br />- 참여확정 안내 : 이메일 발송 후 개별 유선 통보<br /> 
※ 참여확성 이후에도 차량사업소 사정에 따라 견학 취소될 수 있음<br />",4,2025-09-19 17:00:46,2025-09-19 17:00:46
3487744,12,0,입 장 료,"- 성인(19~64세) 25,000원<br>
- 청소년(13~18세) 20,000원<br>
- 어린이(3~12세) 15,000원<br>
- 경로(65세 이상) 20,000원<br>
※ 30% 할인 : 장애인 / 국가유공자 / 다둥이행복카드 소지자(가족)<br>
※ 20% 할인 : 단체(20인 이상)<br>
※ 10% 할인 : 기후통행카드 소지자<br>
※ 성인 제외 모든 탑승권 구매 및 할인 적용 시 증빙자료 제출 필수<br>
※ 중복 할인 불가",3,2025-09-19 17:00:46,2025-09-19 17:00:46
3487744,12,1,화장실,있음,3,2025-09-19 17:00:46,2025-09-19 17:00:46
3102534,12,0,화장실,있음,3,2025-09-19 17:00:47,2025-09-19 17:00:47
2495561,12,0,화장실,있음,3,2025-09-19 17:00:47,2025-09-19 17:00:47
2495561,12,1,입 장 료,무료,3,2025-09-19 17:00:47,2025-09-19 17:00:47
2993173,12,0,입 장 료,무료,3,2025-09-19 17:00:47,2025-09-19 17:00:47
2993173,12,1,주차요금,무료,3,2025-09-19 17:00:47,2025-09-19 17:00:47
2993173,12,2,화장실,있음,3,2025-09-19 17:00:47,2025-09-19 17:00:47
2993173,12,3,이용가능시설,"주요시설 : 전시실 / 체험실 / 영상실 / 홍보관 / 통통 물 놀이터 / 통통 물 도서관 / 통통 물 교육실<br>
부대시설 : 물품보관함 / 수유실 / 휴게실",3,2025-09-19 17:00:47,2025-09-19 17:00:47
2993173,12,4,내국인 예약안내,"[예약방법]<br>
- 서울시공공서비스예약 홈페이지 예약<br>
- 관람 1일 전까지 예약 가능<br>
※ 어린이는 안전지도를 위해 반드시 성인 보호자와 함께 입장<br>
<br>
[예약정원] 80명(개인 50명 / 단체 30명 / 단체해설 30명)<br>
※ 단체 대상 해설 프로그램을 예약하신 경우 단체 전시관람 예약 필수<br>
<br>
[개인예약]<br>
- 인원: 1~9명 <br>
- 개인 대상 전시해설프로그램 현장접수<br>
<br>
[단체예약]<br>
- 인원: 10명 이상<br>
- 관람 및 해설프로그램 별도 예약<br>
※ 자세한 예약안내사항은 서울시공공서비스예약 홈페이지 확인 요망",4,2025-09-19 17:00:47,2025-09-19 17:00:47
2553908,12,0,입 장 료,무료,3,2025-09-19 17:00:48,2025-09-19 17:00:48
1369066,12,0,등산로,,1,2025-09-19 17:00:48,2025-09-19 17:00:48
1369066,12,1,관광코스안내,,2,2025-09-19 17:00:48,2025-09-19 17:00:48
1369066,12,2,입 장 료,무료,3,2025-09-19 17:00:48,2025-09-19 17:00:48
1369066,12,3,화장실,있음,3,2025-09-19 17:00:48,2025-09-19 17:00:48
1369066,12,4,주차요금,"최초 30분 2,000원 / 초과 10분당 300원",3,2025-09-19 17:00:48,2025-09-19 17:00:48
1369066,12,5,한국어 안내서비스,,4,2025-09-19 17:00:48,2025-09-19 17:00:48
128611,12,0,입 장 료,무료,3,2025-09-19 17:00:49,2025-09-19 17:00:49
128611,12,1,이용가능시설,생태숲 / 곤충식물원 / 나비정원 / 바닥분수 등,3,2025-09-19 17:00:49,2025-09-19 17:00:49
128611,12,2,입 장 료,무료,3,2025-09-19 17:00:49,2025-09-19 17:00:49
128611,12,3,주차요금,"[소·중형] 5분당 200원<br>
[대형(25인승 이상)] 5분당 400원",3,2025-09-19 17:00:49,2025-09-19 17:00:49
2589349,12,0,등산로,,1,2025-09-19 17:00:50,2025-09-19 17:00:50
2589349,12,1,관광코스안내,,2,2025-09-19 17:00:50,2025-09-19 17:00:50
2589349,12,2,이용가능시설,열린숲 / 주제원 / 호수원 등,3,2025-09-19 17:00:50,2025-09-19 17:00:50
2589349,12,3,입 장 료,"[개인]<br>
- 성인(만 19세~만 64세) 5,000원<br>
- 청소년(만 13세~만 18세) 3,000원<br>
- 어린이(만 6세~만 12세) 2,000원<br>
<br>
[단체(30명 이상)]<br>
- 성인(만 19세~만 64세) 3,500원<br>
- 청소년(만 13세~만 18세) 2,100원<br>
- 어린이(만 6세~만 12세) 1,400원<br>
<br>
※ 무료 : 6세 미만 / 65세 이상 / 국가유공자 / 독립유공자 / 장애인 등<br>
※ 입장료 적용 구간 : 온실 및 주제정원 (열린숲, 호수원, 습지원은 상시 무료 개방)<br>
※ 자세한 사항은 홈페이지 참조",3,2025-09-19 17:00:50,2025-09-19 17:00:50
2589349,12,4,주차요금,"- 승용차 : 10분당 200원<br>
- 중형차 / 승합차 : 5분당 200원<br>
- 대형차(16인승 이상) : 5분당 300원",3,2025-09-19 17:00:50,2025-09-19 17:00:50
2589349,12,5,한국어 안내서비스,,4,2025-09-19 17:00:50,2025-09-19 17:00:50
2733983,12,0,주차요금,최초 5분당 200원 (중형차 기준),3,2025-09-19 17:00:50,2025-09-19 17:00:50
2733983,12,1,이용가능시설,호수횡단보행교 / 물가쉼터 / 습지관찰데크 등,3,2025-09-19 17:00:50,2025-09-19 17:00:50
2733983,12,2,화장실,"있음
",3,2025-09-19 17:00:50,2025-09-19 17:00:50
2733983,12,3,입 장 료,무료,3,2025-09-19 17:00:50,2025-09-19 17:00:50
126490,12,0,등산로,,1,2025-09-19 17:00:51,2025-09-19 17:00:51
126490,12,1,관광코스안내,,2,2025-09-19 17:00:51,2025-09-19 17:00:51
126490,12,2,이용가능시설,동물나라 / 자연나라 / 재미나라 등,3,2025-09-19 17:00:51,2025-09-19 17:00:51
126490,12,3,입 장 료,무료,3,2025-09-19 17:00:51,2025-09-19 17:00:51
126490,12,4,화장실,있음,3,2025-09-19 17:00:51,2025-09-19 17:00:51
126490,12,5,주차요금,"- 승용차 5분당 150원<br>
- 중형차 5분당 300원<br>
- 대형차 5분당 450원",3,2025-09-19 17:00:51,2025-09-19 17:00:51
126490,12,6,한국어 안내서비스,,4,2025-09-19 17:00:51,2025-09-19 17:00:51
3399181,12,0,,,1,2025-09-19 17:00:51,2025-09-19 17:00:51
3399181,12,1,촬영장소,Jtbc <비긴어게인> 버스킹 촬영지,2,2025-09-19 17:00:51,2025-09-19 17:00:51
3399181,12,2,입 장 료,무료,3,2025-09-19 17:00:51,2025-09-19 17:00:51
3399181,12,3,주차요금,"최초 30분 3,000원 / 이후 10분당 1,000원",3,2025-09-19 17:00:51,2025-09-19 17:00:51
3399181,12,4,화장실,있음,3,2025-09-19 17:00:51,2025-09-19 17:00:51
3399181,12,5,,,4,2025-09-19 17:00:51,2025-09-19 17:00:51
2718257,12,0,예약안내,,3,2025-09-19 17:00:51,2025-09-19 17:00:51
749216,12,0,이용가능시설,습지원 / 늘푸름원 / 약용식물원 / 책 읽는 언덕 / 억새원 / 붓꽃원 / 넓은 잎 목원 / 산림 생태관찰원 / 천이 관찰원 / 숲속 쉼터 / 잔디마당 / 가로수 및 완충녹지 / 방문자 센터 등,3,2025-09-19 17:00:52,2025-09-19 17:00:52
749216,12,1,화장실,있음,3,2025-09-19 17:00:52,2025-09-19 17:00:52
749216,12,2,입 장 료,무료,3,2025-09-19 17:00:52,2025-09-19 17:00:52
3036898,12,0,이용가능시설,메타버스 체험관 / 혁신기술 체험관 / AI융합 체험관 / 창의 교육관 등,3,2025-09-19 17:00:52,2025-09-19 17:00:52
3036898,12,1,화장실,있음,3,2025-09-19 17:00:52,2025-09-19 17:00:52
3036898,12,2,입 장 료,무료,3,2025-09-19 17:00:52,2025-09-19 17:00:52
1829573,12,0,입 장 료,무료,3,2025-09-19 17:00:52,2025-09-19 17:00:52
2661506,12,0,입 장 료,"- 성인 3,000원<br>
- 청소년, 군인 2,000원<br>
- 어린이 1,000원",3,2025-09-19 17:00:52,2025-09-19 17:00:52
2661506,12,1,화장실,있음,3,2025-09-19 17:00:52,2025-09-19 17:00:52
3351700,12,0,입 장 료,무료 ,3,2025-09-19 17:00:53,2025-09-19 17:00:53
3351700,12,1,화장실,있음,3,2025-09-19 17:00:53,2025-09-19 17:00:53
2037020,12,0,입 장 료,무료,3,2025-09-19 17:00:53,2025-09-19 17:00:53
1987566,12,0,등산로,,1,2025-09-19 17:00:53,2025-09-19 17:00:53
1987566,12,1,관광코스안내,용산- 영등포-수원-아산-온양온천-예산-홍성-광천-대천-장항-군산-익산,2,2025-09-19 17:00:53,2025-09-19 17:00:53
1987566,12,2,화장실,있음,3,2025-09-19 17:00:53,2025-09-19 17:00:53
1987566,12,3,내국인 예약안내,,4,2025-09-19 17:00:53,2025-09-19 17:00:53
3045027,12,0,입 장 료,무료,3,2025-09-19 17:00:54,2025-09-19 17:00:54
3045027,12,1,화장실,없음,3,2025-09-19 17:00:54,2025-09-19 17:00:54
754052,12,0,입 장 료,"무료
",3,2025-09-19 17:00:54,2025-09-19 17:00:54
2774283,12,0,등산로,"- 코스 : 독립문 → 인왕사 → 선바위 → 범바위 → 인왕산 정상<br>
- 총 이동 거리 : 1.84km<br>
- 총 소요 시간 : 1시간 10분<br>
- 난이도 : 보통<br>",1,2025-09-19 17:00:54,2025-09-19 17:00:54
2774283,12,1,입 장 료,무료 ,3,2025-09-19 17:00:54,2025-09-19 17:00:54
2661405,12,0,화장실,있음,3,2025-09-19 17:00:55,2025-09-19 17:00:55
2661405,12,1,입 장 료,무료,3,2025-09-19 17:00:55,2025-09-19 17:00:55
2660725,12,0,등산로,,1,2025-09-19 17:00:55,2025-09-19 17:00:55
2660725,12,1,관광코스안내,,2,2025-09-19 17:00:55,2025-09-19 17:00:55
2660725,12,2,이용가능시설,스파룸 / 헤리티지룸 / 부띠끄 / 기프트샵 / VIP 라운지 / 컬처 라운지 / 야외라운지,3,2025-09-19 17:00:55,2025-09-19 17:00:55
2660725,12,3,한국어 안내서비스,,4,2025-09-19 17:00:55,2025-09-19 17:00:55
3418283,12,0,,,1,2025-09-19 17:00:55,2025-09-19 17:00:55
3418283,12,1,,,2,2025-09-19 17:00:55,2025-09-19 17:00:55
3418283,12,2,주차요금,"최초 30분 2,000원 / 이후 10분 당 500원",3,2025-09-19 17:00:55,2025-09-19 17:00:55
3418283,12,3,입 장 료,무료 ,3,2025-09-19 17:00:55,2025-09-19 17:00:55
3418283,12,4,,,4,2025-09-19 17:00:55,2025-09-19 17:00:55
1606096,12,0,화장실,있음(남녀 구분),3,2025-09-19 17:00:56,2025-09-19 17:00:56
2553911,12,0,입 장 료,"무료<br>
※ 재료비 별도",3,2025-09-19 17:00:56,2025-09-19 17:00:56
2733963,12,0,등산로,,1,2025-09-19 17:00:56,2025-09-19 17:00:56
2733963,12,1,관광코스안내,,2,2025-09-19 17:00:56,2025-09-19 17:00:56
2733963,12,2,입 장 료,무료,3,2025-09-19 17:00:56,2025-09-19 17:00:56
2733963,12,3,화장실,있음음,3,2025-09-19 17:00:56,2025-09-19 17:00:56
2733963,12,4,한국어 안내서비스,,4,2025-09-19 17:00:56,2025-09-19 17:00:56
3043953,12,0,화장실,있음,3,2025-09-19 17:00:56,2025-09-19 17:00:56
1829589,12,0,화장실,있음 ,3,2025-09-19 17:00:58,2025-09-19 17:00:58
3520431,12,0,입 장 료,무료,3,2025-09-19 17:00:58,2025-09-19 17:00:58
2760249,12,0,이용가능시설,"배드민턴장 / 음수대 / 바닥분수 / 지압장 / 산책로 등		
",3,2025-09-19 17:00:58,2025-09-19 17:00:58
2760249,12,1,화장실,"있음
",3,2025-09-19 17:00:58,2025-09-19 17:00:58
126494,12,0,등산로,,1,2025-09-19 17:00:58,2025-09-19 17:00:58
126494,12,1,관광코스안내,,2,2025-09-19 17:00:58,2025-09-19 17:00:58
126494,12,2,입 장 료,무료,3,2025-09-19 17:00:58,2025-09-19 17:00:58
126494,12,3,한국어 안내서비스,,4,2025-09-19 17:00:58,2025-09-19 17:00:58
970052,12,0,화장실,있음,3,2025-09-19 17:00:59,2025-09-19 17:00:59
2553876,12,0,주차요금,"당일 세운상가 구매고객 1시간 무료 <br>
※ 무료개방 : 평일 19:00 이후 / 토요일 15:00 이후 / 일요일",3,2025-09-19 17:00:59,2025-09-19 17:00:59
2553876,12,1,입 장 료,교육 프로그램별 상이,3,2025-09-19 17:00:59,2025-09-19 17:00:59
1364932,12,0,화장실,있음,3,2025-09-19 17:00:59,2025-09-19 17:00:59
1604697,12,0,입 장 료,무료,3,2025-09-19 17:01:00,2025-09-19 17:01:00
1604697,12,1,이용가능시설,"[휴게․편익공간] 야외무대, 매점, 디자인파라솔, 야외테이블 등<br />
[상징광장] 조선시대 사헌부 및 병조터 흔적복원<br />
[한글글자마당] 전국민 공모 11,172자로 구성",3,2025-09-19 17:01:00,2025-09-19 17:01:00
319578,12,0,등산로,,1,2025-09-19 17:01:00,2025-09-19 17:01:00
319578,12,1,관광코스안내,,2,2025-09-19 17:01:00,2025-09-19 17:01:00
319578,12,2,입 장 료,무료,3,2025-09-19 17:01:00,2025-09-19 17:01:00
319578,12,3,외국어 안내서비스,,4,2025-09-19 17:01:00,2025-09-19 17:01:00
3056155,12,0,입 장 료,무료,3,2025-09-19 17:01:00,2025-09-19 17:01:00
3056155,12,1,이용가능시설,광장 / 러닝트랙 / 도서관 등,3,2025-09-19 17:01:00,2025-09-19 17:01:00
3056155,12,2,화장실,있음,3,2025-09-19 17:01:00,2025-09-19 17:01:00
3354733,12,0,이용가능시설,애솔마당 / 배드민턴장 / 노송마당 / 운동기구 등,3,2025-09-19 17:01:01,2025-09-19 17:01:01
3354733,12,1,화장실,있음,3,2025-09-19 17:01:01,2025-09-19 17:01:01
3354733,12,2,입 장 료,무료 ,3,2025-09-19 17:01:01,2025-09-19 17:01:01
1829610,12,0,입 장 료,무료,3,2025-09-19 17:01:02,2025-09-19 17:01:02
2761745,12,0,화장실,있음,3,2025-09-19 17:01:02,2025-09-19 17:01:02
2761745,12,1,이용가능시설,"공원 시설 / 홍보관 / 아트트릭 포토존 등
",3,2025-09-19 17:01:02,2025-09-19 17:01:02
2761745,12,2,입 장 료,무료,3,2025-09-19 17:01:02,2025-09-19 17:01:02
126489,12,0,등산로,,1,2025-09-19 17:01:03,2025-09-19 17:01:03
126489,12,1,관광코스안내,,2,2025-09-19 17:01:03,2025-09-19 17:01:03
126489,12,2,입 장 료,무료,3,2025-09-19 17:01:03,2025-09-19 17:01:03
126489,12,3,화장실,있음,3,2025-09-19 17:01:03,2025-09-19 17:01:03
126489,12,4,내국인 예약안내,,4,2025-09-19 17:01:03,2025-09-19 17:01:03
127219,12,0,화장실,있음,3,2025-09-19 17:01:03,2025-09-19 17:01:03
127219,12,1,입 장 료,무료 ,3,2025-09-19 17:01:03,2025-09-19 17:01:03
3504884,12,0,시설이용료,"[입장료]<br>
- 무료<br>
[숙박시설]<br>
- 햇살정원 10,000원~150,000원<br>
- 별빛정원 65,000원~470,000원<br>
- 하늘정원 50,000원~70,000원<br>
※ 기준인원 초과 시, 초과 인원당 10,000원 추가 / 수건 대여 1,000원",3,2025-09-19 17:01:03,2025-09-19 17:01:03
3504884,12,1,화장실,있음,3,2025-09-19 17:01:03,2025-09-19 17:01:03
3504884,12,2,이용가능시설,숙박동 / 레스토랑 / 카페테리아 / 휴마당(불멍존) / 요정의 숲 및 걱정없샘 등,3,2025-09-19 17:01:03,2025-09-19 17:01:03
3504884,12,3,주차요금,무료,3,2025-09-19 17:01:03,2025-09-19 17:01:03
126483,12,0,입산통제 기간,,1,2025-09-19 17:01:04,2025-09-19 17:01:04
126483,12,1,관광코스안내,,2,2025-09-19 17:01:04,2025-09-19 17:01:04
126483,12,2,입 장 료,무료 ,3,2025-09-19 17:01:04,2025-09-19 17:01:04
126483,12,3,화장실,있음,3,2025-09-19 17:01:04,2025-09-19 17:01:04
126483,12,4,한국어 안내서비스,,4,2025-09-19 17:01:04,2025-09-19 17:01:04
736370,12,0,이용가능시설,"휴양시설 : 정자, 야외음악당, 데크쉼터<br /> 
체육시설 : 궁도장, 배구장, 게이트볼장<br />
편익시설 : 매점, 약수터 <br />
문화재 및 사찰 : 아차산보루군, 사찰",3,2025-09-19 17:01:04,2025-09-19 17:01:04
736370,12,1,화장실,있음,3,2025-09-19 17:01:04,2025-09-19 17:01:04
736370,12,2,입 장 료,무료,3,2025-09-19 17:01:04,2025-09-19 17:01:04
485685,12,0,입 장 료,무료,3,2025-09-19 17:01:04,2025-09-19 17:01:04
2733962,12,0,등산로,,1,2025-09-19 17:01:04,2025-09-19 17:01:04
2733962,12,1,관광코스안내,,2,2025-09-19 17:01:04,2025-09-19 17:01:04
2733962,12,2,입 장 료,무료,3,2025-09-19 17:01:04,2025-09-19 17:01:04
2733962,12,3,한국어 안내서비스,,4,2025-09-19 17:01:04,2025-09-19 17:01:04
761264,12,0,등산로,수락산 당고개 지구 - 수암사 - 수락산 정상 (약 2시간 소요),1,2025-09-19 17:01:05,2025-09-19 17:01:05
761264,12,1,한국어 안내서비스,가능,4,2025-09-19 17:01:05,2025-09-19 17:01:05
1829735,12,0,입 장 료,무료,3,2025-09-19 17:01:05,2025-09-19 17:01:05
753964,12,0,입 장 료,무료,3,2025-09-19 17:01:05,2025-09-19 17:01:05
753964,12,1,주차요금,10분당 300원,3,2025-09-19 17:01:05,2025-09-19 17:01:05
753964,12,2,화장실,있음,3,2025-09-19 17:01:05,2025-09-19 17:01:05
1606014,12,0,입 장 료,무료,3,2025-09-19 17:01:05,2025-09-19 17:01:05
1606014,12,1,화장실,있음,3,2025-09-19 17:01:05,2025-09-19 17:01:05
128162,12,0,입 장 료,무료,3,2025-09-19 17:01:06,2025-09-19 17:01:06
128162,12,1,화장실,있음,3,2025-09-19 17:01:06,2025-09-19 17:01:06
1604733,12,0,등산로,,1,2025-09-19 17:01:06,2025-09-19 17:01:06
1604733,12,1,관광코스안내,,2,2025-09-19 17:01:06,2025-09-19 17:01:06
1604733,12,2,화장실,있음,3,2025-09-19 17:01:06,2025-09-19 17:01:06
1604733,12,3,입 장 료,무료,3,2025-09-19 17:01:06,2025-09-19 17:01:06
1604733,12,4,이용가능시설,배드민턴장 / 운동장 / 놀이터 / 쉼터 / 체력단련시설 등,3,2025-09-19 17:01:06,2025-09-19 17:01:06
1604733,12,5,한국어 안내서비스,,4,2025-09-19 17:01:06,2025-09-19 17:01:06
2988927,12,0,시설이용료,"1인 수강료 55,000원<br>
2인 수강료 (커플할인가) 100,000원",3,2025-09-19 17:01:06,2025-09-19 17:01:06
2988927,12,1,내국인 예약안내,전화 예약,4,2025-09-19 17:01:06,2025-09-19 17:01:06
584698,12,0,화장실,있음,3,2025-09-19 17:01:07,2025-09-19 17:01:07
584698,12,1,시설이용료,"20,000원",3,2025-09-19 17:01:07,2025-09-19 17:01:07
126505,12,0,입 장 료,무료,3,2025-09-19 17:01:08,2025-09-19 17:01:08
605445,12,0,등산로,,1,2025-09-19 17:01:08,2025-09-19 17:01:08
605445,12,1,관광코스안내,,2,2025-09-19 17:01:08,2025-09-19 17:01:08
605445,12,2,화장실,있음,3,2025-09-19 17:01:08,2025-09-19 17:01:08
605445,12,3,입 장 료,무료,3,2025-09-19 17:01:08,2025-09-19 17:01:08
605445,12,4,외국어 안내서비스,,4,2025-09-19 17:01:08,2025-09-19 17:01:08
2794934,12,0,시설이용료,프로그램 별로 상이함,3,2025-09-19 17:01:08,2025-09-19 17:01:08
2794934,12,1,화장실,있음,3,2025-09-19 17:01:08,2025-09-19 17:01:08
2783484,12,0,입 장 료,"무료 
",3,2025-09-19 17:01:08,2025-09-19 17:01:08
2783484,12,1,화장실,있음,3,2025-09-19 17:01:08,2025-09-19 17:01:08
699249,12,0,화장실,있음,3,2025-09-19 17:01:09,2025-09-19 17:01:09
2755451,12,0,입 장 료,"무료		
",3,2025-09-19 17:01:09,2025-09-19 17:01:09
2755451,12,1,화장실,"있음
",3,2025-09-19 17:01:09,2025-09-19 17:01:09
2755451,12,2,이용가능시설,탈의실 / 먼지 털이장 / 안전관리소 등,3,2025-09-19 17:01:09,2025-09-19 17:01:09
2752552,12,0,화장실,"있음
",3,2025-09-19 17:01:09,2025-09-19 17:01:09
2752552,12,1,입 장 료,무료,3,2025-09-19 17:01:09,2025-09-19 17:01:09
2373333,12,0,등산로,,1,2025-09-19 17:01:10,2025-09-19 17:01:10
2373333,12,1,관광코스안내,,2,2025-09-19 17:01:10,2025-09-19 17:01:10
2373333,12,2,입 장 료,무료,3,2025-09-19 17:01:10,2025-09-19 17:01:10
2373333,12,3,한국어 안내서비스,,4,2025-09-19 17:01:10,2025-09-19 17:01:10
754003,12,0,입 장 료,무료,3,2025-09-19 17:01:10,2025-09-19 17:01:10
754003,12,1,화장실,오금공원 내 화장실 이용,3,2025-09-19 17:01:10,2025-09-19 17:01:10
3082166,12,0,촬영장소,드라마 도깨비 / 진심이 닿다,2,2025-09-19 17:01:10,2025-09-19 17:01:10
2611887,12,0,관광코스안내,7코스: 정랑고개-장군정-신트리공원-해누리타운-희망장난감도서관-양천나눔누리센터,2,2025-09-19 17:01:10,2025-09-19 17:01:10
2611887,12,1,입 장 료,무료 ,3,2025-09-19 17:01:10,2025-09-19 17:01:10
2611887,12,2,화장실,있음,3,2025-09-19 17:01:10,2025-09-19 17:01:10
2756153,12,0,입 장 료,무료,3,2025-09-19 17:01:11,2025-09-19 17:01:11
128553,12,0,화장실,있음,3,2025-09-19 17:01:11,2025-09-19 17:01:11
128553,12,1,입 장 료,"무료<br>
※ 단, 체험료 별도",3,2025-09-19 17:01:11,2025-09-19 17:01:11
591603,12,0,시설이용료,"[워터파크]<br>
- 종일권 (10:00~19:00) : 대인 50,000원 / 소인 40,000원<br>
- 오후권 (15:00~19:00) : 대인 40,000원 / 소인 30,000원<br>
[사우나]<br>
- 대인 10,000원 / 소인 9,000원<br>
- 사우나 정기권(10매) : 90,000원",3,2025-09-19 17:01:11,2025-09-19 17:01:11
591603,12,1,이용가능시설,,3,2025-09-19 17:01:11,2025-09-19 17:01:11
591603,12,2,화장실,있음,3,2025-09-19 17:01:11,2025-09-19 17:01:11
2373420,12,0,시설이용료,홈페이지 참조,3,2025-09-19 17:01:12,2025-09-19 17:01:12
3074727,12,0,시설이용료,"[아로마티카 도슨트 투어]<br>
- 1인 35,000원",3,2025-09-19 17:01:12,2025-09-19 17:01:12
2452842,12,0,입 장 료,무료,3,2025-09-19 17:01:12,2025-09-19 17:01:12
2452842,12,1,주차요금,"[승용차] 10분당 300원<br>
[중형차] 10분당 600원<br>
[대형차] 10분당 900원",3,2025-09-19 17:01:12,2025-09-19 17:01:12
2722936,12,0,시설이용료,"- 실키 스테이 커스텀 매치 70,000원<br>
- 블랙 쿠션 커스텀 매치 52,000원<br>
※ 입장료는 무료이나 체험 별로 비용이 상이함으로 홈페이지 참조",3,2025-09-19 17:01:13,2025-09-19 17:01:13
1603175,12,0,입 장 료,무료 ,3,2025-09-19 17:01:13,2025-09-19 17:01:13
1603175,12,1,화장실,있음,3,2025-09-19 17:01:13,2025-09-19 17:01:13
3357819,12,0,화장실,있음 ,3,2025-09-19 17:01:13,2025-09-19 17:01:13
3357819,12,1,시설이용료,"아이아이 심리 체험권(2인) 60,000원",3,2025-09-19 17:01:13,2025-09-19 17:01:13
129552,12,0,등산로,"[등산코스] <br />
1코스 : 아차산생태공원-소나무숲-아차산길-낙타고개-친수계곡-아차산관리사무소-만남의광장 (약 1시간 30분 소요) <br />
2코스 : 만남의 광장-소나무숲-낙타고개-고구려정-해맞이광장-아차산정상-대성암-낙타고개-친수계곡-만남의광장 <br />
3코스 : 만남의 광장-아차산관리사무소-신추계곡-고구려정-아차산 정산-용마산 정상-뻥튀기골 입구 (약2시간30분소요) <br />",1,2025-09-19 17:01:13,2025-09-19 17:01:13
129552,12,1,관광코스안내,"[이야기가 있는 문화생태탐방로 - 아차산 고구려 역사길]<br />
* 1코스 / 아차산 고구려 역사길(7.8km, 3시간 40분) <br />
광나루역-아차산 입구(만남의 광장)-홍련봉 1/2보루-고구려정-해맞이광장-아차산1보루-아차산5보루-아차산3보루-아차산4보루-아차산2보루-대성암-낙타고개-아차산성-아차산생태공원,아차산고구려역사문화홍보관-워커힐길-워커힐 피자힐-상부암석불입상-광나루터(광나루 낭만의 거리)-광진교(리버뷰 8번가)-한강자전거공원<br />
* 2코스 / 토성산성 어울길 연계코스(5.5km, 3시간) <br />
한강자전거공원-풍납토성-한강둔치길-성내천입구-몽촌토성(올림픽공원)-(토성산성 어울길과 연결-남한산성)",2,2025-09-19 17:01:13,2025-09-19 17:01:13
129552,12,2,입 장 료,무료,3,2025-09-19 17:01:13,2025-09-19 17:01:13
129552,12,3,화장실,있음,3,2025-09-19 17:01:13,2025-09-19 17:01:13
2779539,12,0,입 장 료,무료 ,3,2025-09-19 17:01:14,2025-09-19 17:01:14
250352,12,0,입 장 료,무료,3,2025-09-19 17:01:14,2025-09-19 17:01:14
742972,12,0,화장실,있음,3,2025-09-19 17:01:14,2025-09-19 17:01:14
742972,12,1,이용가능시설,숲속도서관 / 어울림광장 / 습지원 등,3,2025-09-19 17:01:14,2025-09-19 17:01:14
742972,12,2,입 장 료,무료,3,2025-09-19 17:01:14,2025-09-19 17:01:14
2773309,12,0,입 장 료,"무료 
",3,2025-09-19 17:01:14,2025-09-19 17:01:14
2773309,12,1,이용가능시설,"축구장 / 풋살장 / 다목적구장 / 농구장 / 체력단련장 등
",3,2025-09-19 17:01:14,2025-09-19 17:01:14
2773309,12,2,화장실,"있음
",3,2025-09-19 17:01:14,2025-09-19 17:01:14
126518,12,0,화장실,있음,3,2025-09-19 17:01:15,2025-09-19 17:01:15
3523287,12,0,화장실,있음,3,2025-09-19 17:01:15,2025-09-19 17:01:15
2774286,12,0,등산로,,1,2025-09-19 17:01:16,2025-09-19 17:01:16
2774286,12,1,관광코스안내,,2,2025-09-19 17:01:16,2025-09-19 17:01:16
2774286,12,2,입 장 료,무료,3,2025-09-19 17:01:16,2025-09-19 17:01:16
2774286,12,3,화장실,있음,3,2025-09-19 17:01:16,2025-09-19 17:01:16
2774286,12,4,한국어 안내서비스,,4,2025-09-19 17:01:16,2025-09-19 17:01:16
2666751,12,0,입 장 료,무료 ,3,2025-09-19 17:01:16,2025-09-19 17:01:16
2666751,12,1,화장실,있음,3,2025-09-19 17:01:16,2025-09-19 17:01:16
